3557,500
18119,500
18520,500
11734,500
32024,500
6884,500
20091,500
20617,500
14681,500
5650,500
16768,500
4334,500
22968,500
10368,500
31687,500
2759,500
27736,500
28737,500
9821,500
12571,500
2247,500
15968,500
13898,500
21811,500
27276,500
8548,500
16755,500
12549,500
10159,500
22479,500
1187,500
30611,500
15813,500
32080,500
25299,500
29965,500
16759,500
8819,500
13140,500
16377,500
22224,500
1878,500
6348,500
2710,500
15073,500
27418,500
29715,500
5887,500
30462,500
12843,500
12426,500
24541,500
3371,500
28747,500
7448,500
12688,500
4183,500
30932,500
24529,500
3662,500
18039,500
29221,500
24088,500
6231,500
5877,500
8344,500
32066,500
10978,500
6906,500
14311,500
13169,500
31455,500
7955,500
31570,500
5951,500
13263,500
28161,500
22977,500
15620,500
31460,500
30920,500
9930,500
8668,500
2644,500
8259,500
26364,500
9154,500
5378,500
5532,500
22359,500
18084,500
6658,500
7703,500
19091,500
22153,500
10119,500
22585,500
16323,500
10549,500
10708,500
20746,500
30360,500
359,500
30698,500
29011,500
26,500
714,500
28079,500
22761,500
7636,500
19267,500
30326,500
875,500
3209,500
30793,500
19204,500
20180,500
25114,500
10786,500
17246,500
3107,500
25305,500
10175,500
15864,500
14093,500
1803,500
20745,500
13531,500
2605,500
27313,500
557,500
22692,500
16623,500
4349,500
21627,500
12150,500
1697,500
21963,500
29292,500
22569,500
17760,500
14485,500
17078,500
854,500
15784,500
1115,500
13645,500
6039,500
26328,500
10709,500
14568,500
16839,500
14303,500
6778,500
6790,500
5137,500
7564,500
21624,500
1781,500
22513,500
25750,500
29410,500
4911,500
29669,500
28503,500
23154,500
768,500
29306,500
26249,500
24330,500
30768,500
1491,500
12166,500
1051,500
21565,500
15686,500
11514,500
10200,500
11375,500
2286,500
26828,500
16119,500
27597,500
6566,500
14230,500
17449,500
16231,500
31180,500
17030,500
31700,500
27545,500
19966,500
15502,500
15821,500
26515,500
11179,500
24162,500
1353,500
13848,500
10258,500
1312,500
18895,500
8098,500
26434,500
11644,500
9620,500
22772,500
21623,500
23614,500
25385,500
6643,500
12138,500
23961,500
7089,500
16650,500
5521,500
8927,500
3058,500
21033,500
26822,500
20481,500
8061,500
21234,500
10548,500
8034,500
14271,500
18519,500
20567,500
14104,500
4072,500
2225,500
2830,500
11727,500
14767,500
3537,500
7035,500
12062,500
7882,500
11074,500
23871,500
11875,500
10950,500
3403,500
12334,500
22304,500
29483,500
1647,500
21191,500
2733,500
18623,500
31211,500
458,500
32059,500
516,500
22151,500
28442,500
15302,500
9593,500
20151,500
3705,500
24499,500
30379,500
23311,500
4578,500
17166,500
19157,500
30603,500
23403,500
1793,500
10710,500
31705,500
18316,500
10480,500
7549,500
16072,500
13709,500
13274,500
168,500
18226,500
13538,500
21971,500
27735,500
5292,500
16088,500
1494,500
4442,500
29349,500
15104,500
12095,500
5142,500
24211,500
22838,500
26922,500
9350,500
31208,500
20306,500
28588,500
10090,500
22796,500
12847,500
642,500
374,500
15851,500
13130,500
629,500
22288,500
31928,500
6403,500
30031,500
1084,500
17810,500
31052,500
8032,500
25032,500
25387,500
11624,500
31439,500
10984,500
3884,500
1823,500
26168,500
16275,500
28690,500
23084,500
7521,500
12553,500
12787,500
14567,500
28906,500
10105,500
6733,500
31721,500
1007,500
4229,500
28210,500
16775,500
27720,500
19882,500
5049,500
20573,500
21844,500
16205,500
25607,500
19280,500
568,500
21850,500
2594,500
17776,500
9232,500
17859,500
6807,500
6845,500
28480,500
2435,500
27667,500
14151,500
9791,500
6941,500
309,500
15900,500
528,500
22075,500
25931,500
26920,500
30244,500
23332,500
26008,500
5202,500
21916,500
15896,500
14007,500
14040,500
30267,500
1990,500
3584,500
23832,500
1413,500
11554,500
5332,500
10197,500
4218,500
8469,500
3731,500
11089,500
21723,500
454,500
10720,500
11977,500
11381,500
15022,500
22978,500
24933,500
26312,500
23860,500
23239,500
6725,500
10384,500
4876,500
18653,500
22352,500
17108,500
12186,500
10560,500
8914,500
15092,500
31289,500
21229,500
2406,500
18910,500
15059,500
19242,500
3345,500
1831,500
4794,500
15207,500
1371,500
28376,500
31987,500
9553,500
6202,500
28921,500
9126,500
18684,500
7149,500
5372,500
28999,500
26780,500
1447,500
21085,500
24830,500
29663,500
27326,500
16872,500
27785,500
31501,500
18803,500
30470,500
424,500
220,500
4592,500
6298,500
1433,500
7614,500
8717,500
6608,500
2483,500
21356,500
24939,500
16376,500
26314,500
25487,500
25084,500
17638,500
26744,500
28798,500
12276,500
20116,500
27427,500
10461,500
15622,500
7738,500
17511,500
8268,500
7443,500
11840,500
18292,500
31781,500
10933,500
24395,500
25203,500
6765,500
21119,500
29917,500
9827,500
25864,500
12007,500
31300,500
21868,500
8472,500
20435,500
12710,500
19366,500
27195,500
2732,500
13179,500
24708,500
30276,500
18972,500
10311,500
3034,500
21661,500
5271,500
31625,500
31678,500
25930,500
4039,500
4484,500
13796,500
16136,500
2898,500
20354,500
32093,500
8381,500
5120,500
29773,500
29341,500
8891,500
2151,500
26522,500
26972,500
18823,500
1080,500
12386,500
31181,500
24109,500
18546,500
24833,500
24858,500
16302,500
12630,500
17309,500
9487,500
1064,500
17481,500
10285,500
21496,500
20719,500
15930,500
29934,500
21658,500
4144,500
9890,500
23288,500
11457,500
26072,500
13678,500
5008,500
23333,500
15712,500
30589,500
8739,500
7940,500
3137,500
5471,500
6117,500
5567,500
1424,500
28554,500
23538,500
28553,500
20894,500
16749,500
26958,500
18658,500
17698,500
20336,500
572,500
12354,500
30938,500
26167,500
10326,500
30003,500
2822,500
5217,500
31666,500
28645,500
12615,500
29071,500
29522,500
2931,500
31843,500
29128,500
4495,500
29549,500
10484,500
2699,500
3151,500
11549,500
2871,500
24013,500
27553,500
7951,500
19643,500
165,500
3636,500
18957,500
25354,500
19441,500
5585,500
20936,500
25619,500
29924,500
7131,500
16104,500
26063,500
23955,500
30775,500
13890,500
11485,500
30367,500
24331,500
2453,500
26648,500
21707,500
21840,500
19569,500
15749,500
13126,500
26634,500
16961,500
17424,500
26646,500
12647,500
14557,500
10376,500
22694,500
10750,500
7113,500
219,500
13468,500
7218,500
12209,500
6770,500
30747,500
31274,500
19620,500
1094,500
26691,500
13878,500
9792,500
7973,500
11442,500
16424,500
30502,500
20681,500
12346,500
26221,500
28274,500
27156,500
7646,500
25808,500
4639,500
11580,500
23632,500
10318,500
15685,500
27861,500
10988,500
6731,500
25700,500
11425,500
11298,500
28997,500
24955,500
24492,500
26542,500
21151,500
15760,500
22803,500
23302,500
29161,500
28134,500
802,500
29016,500
26868,500
9295,500
27605,500
148,500
13936,500
14141,500
6621,500
16902,500
25206,500
3968,500
1303,500
26653,500
11653,500
15560,500
28127,500
15467,500
28509,500
31331,500
14409,500
1654,500
5643,500
6681,500
30438,500
15770,500
31886,500
24581,500
21776,500
2758,500
25053,500
3864,500
17988,500
1698,500
9781,500
15254,500
342,500
9438,500
31729,500
17690,500
15913,500
16026,500
15007,500
18634,500
25603,500
21048,500
26983,500
26051,500
28931,500
11494,500
3896,500
3380,500
31562,500
7270,500
14096,500
8799,500
30231,500
31630,500
9300,500
3236,500
12087,500
19071,500
29525,500
22820,500
1256,500
6168,500
7056,500
1097,500
23055,500
18921,500
14879,500
20442,500
5216,500
27253,500
22464,500
1528,500
29709,500
11447,500
6114,500
17155,500
24130,500
15985,500
21428,500
11481,500
17390,500
10202,500
29493,500
18897,500
19925,500
14962,500
15810,500
11818,500
3416,500
4946,500
27346,500
28971,500
8571,500
30803,500
12528,500
3690,500
5756,500
30496,500
26429,500
18626,500
6325,500
30464,500
5487,500
21430,500
24970,500
16449,500
28662,500
29201,500
810,500
4138,500
29942,500
7763,500
24421,500
28516,500
7011,500
31529,500
19459,500
12320,500
30302,500
20010,500
30745,500
6508,500
2599,500
29821,500
2783,500
1908,500
15719,500
1467,500
3201,500
646,500
6466,500
4141,500
2819,500
6617,500
18555,500
19107,500
10810,500
12088,500
22294,500
24668,500
340,500
15765,500
2688,500
24844,500
20614,500
6762,500
21977,500
24931,500
29743,500
8590,500
2954,500
26250,500
19600,500
20909,500
10545,500
74,500
7277,500
14142,500
13137,500
6368,500
19872,500
28116,500
8524,500
24487,500
3815,500
24604,500
3409,500
8697,500
19676,500
9294,500
4473,500
28044,500
19244,500
5235,500
28440,500
20176,500
21999,500
3186,500
8959,500
22383,500
2276,500
8333,500
24773,500
27943,500
4602,500
27620,500
30256,500
24320,500
27336,500
1870,500
31251,500
29980,500
18802,500
1230,500
27143,500
2969,500
